Tyre Life Span (Years),Tyre Life in Kilometers,Tyre Width,Required Tyre Pressure,Maximum Safe Tyre Speed,Tyre Brand/Company,Tyre Load Capacity (kg),Tyre Position,Tread Depth (mm),Tyre Temperature (°C),Tyre Type,Seasonal Type,Speed Index,Load Index,Manufacturing Date,Wheel Alignment History,Road Condition Usage,Last Rotation Date,Vehicle Type Compatibility,Tyre Noise Level (dB),TPMS Pressure,TPMS Temperature,Leak Detection,Tread Wear Pattern,Mileage Since Installation,Expected Replacement Date
5,35794,165,31,233,Apollo,784,Rear Right,3.4,70,Tubeless,Summer,W,99,2023-06-27,Needs Check,Highway,2025-06-13,Truck,74.0,34,29,No,Inner,6575,2028-06-25
5,35579,165,33,229,Apollo,458,Rear Left,6.1,60,Tube-type,All-season,Y,87,2025-02-06,Good,Off-road,2024-09-16,Sedan,71.6,36,34,Yes,Even,18512,2030-02-05
3,38658,185,35,232,Goodyear,475,Rear Left,4.4,79,Tube-type,All-season,W,94,2024-03-31,Good,City,2024-11-22,SUV,73.1,36,45,Yes,Even,25935,2027-03-31
3,58937,225,33,187,Apollo,679,Front Right,6.1,60,Tubeless,Summer,H,90,2023-04-21,Good,Mixed,2025-05-07,Truck,68.8,35,65,No,Even,50726,2026-04-20
5,40767,185,31,229,Bridgestone,503,Rear Right,2.6,29,Tubeless,Winter,W,89,2020-11-01,Needs Check,City,2024-10-07,Truck,72.2,30,44,No,Center,38977,2025-10-31
6,32440,175,34,186,Goodyear,631,Rear Left,4.8,57,Tubeless,Summer,Y,88,2025-01-27,Good,Highway,2025-05-10,Sedan,66.0,33,64,Yes,Outer,28420,2031-01-26
7,68544,225,31,223,Pirelli,742,Front Right,5.3,57,Tube-type,Winter,W,106,2021-03-15,Needs Check,Highway,2024-10-27,Sedan,66.7,31,49,No,Inner,13986,2028-03-13
4,62618,225,30,223,Goodyear,750,Front Right,5.9,44,Tubeless,Winter,H,110,2024-01-24,Misaligned,Mixed,2025-03-04,SUV,65.2,28,72,Yes,Center,45383,2028-01-23
4,71277,215,32,197,Goodyear,618,Rear Left,5.5,65,Tube-type,Winter,Y,87,2025-02-03,Good,City,2025-06-21,Hatchback,74.5,34,38,No,Outer,50604,2029-02-02
4,58029,195,32,228,Continental,568,Front Left,2.4,51,Tubeless,All-season,T,81,2023-09-27,Good,Highway,2024-09-15,Sedan,68.8,30,67,Yes,Even,55477,2027-09-26
7,58124,225,34,222,Goodyear,686,Front Right,5.9,71,Tube-type,All-season,T,94,2021-03-10,Good,City,2025-01-23,Sedan,73.4,30,73,No,Even,16746,2028-03-08
6,77603,175,33,216,Bridgestone,525,Rear Left,7.9,74,Tubeless,Summer,V,98,2021-12-10,Needs Check,Highway,2024-12-07,Hatchback,70.6,32,44,No,Even,55180,2027-12-09
4,72624,165,32,228,Goodyear,484,Rear Left,7.6,33,Tube-type,Winter,H,91,2022-08-25,Misaligned,Highway,2025-04-25,Truck,65.7,29,76,Yes,Center,66791,2026-08-24
3,70115,175,32,180,Continental,669,Front Left,5.9,27,Tubeless,All-season,H,92,2024-04-09,Good,City,2025-02-21,Hatchback,68.9,36,71,No,Outer,35117,2027-04-09
7,52934,175,35,211,Continental,480,Front Right,6.7,80,Tube-type,Summer,W,102,2021-06-07,Needs Check,City,2025-01-12,Sedan,65.7,35,76,No,Outer,11728,2028-06-05
3,45002,185,33,228,Continental,699,Front Right,5.5,63,Tube-type,Winter,T,88,2021-05-30,Good,Highway,2025-05-05,Hatchback,71.0,30,27,Yes,Outer,29645,2024-05-29
7,33449,225,34,213,Continental,793,Front Left,3.0,41,Tube-type,All-season,Y,95,2022-08-23,Misaligned,City,2025-05-12,Hatchback,66.9,36,32,Yes,Center,31196,2029-08-21
3,48854,205,35,203,Bridgestone,754,Rear Right,3.7,50,Tube-type,Winter,W,109,2021-02-19,Misaligned,City,2025-01-09,Hatchback,72.0,33,60,Yes,Even,22646,2024-02-19
7,55823,225,34,214,Michelin,456,Front Left,7.0,46,Tube-type,Winter,Y,102,2022-02-16,Needs Check,Highway,2025-06-17,Truck,74.6,36,62,No,Outer,48297,2029-02-14
3,65416,225,35,188,Michelin,617,Front Left,2.7,65,Tube-type,All-season,W,95,2023-07-07,Needs Check,Off-road,2024-12-17,Truck,70.5,28,39,No,Center,64673,2026-07-06
3,49878,165,35,202,Pirelli,713,Front Left,5.4,35,Tube-type,All-season,W,92,2022-04-23,Misaligned,Mixed,2025-03-27,SUV,66.4,31,53,No,Center,26325,2025-04-22
4,75525,185,31,213,Apollo,400,Front Left,7.9,74,Tube-type,Summer,Y,95,2021-03-22,Good,Off-road,2025-03-02,Sedan,68.9,28,68,Yes,Center,30209,2025-03-21
6,30491,225,32,194,Continental,617,Front Left,3.5,43,Tube-type,Winter,Y,104,2022-09-10,Misaligned,Highway,2024-09-10,Hatchback,69.3,36,77,Yes,Even,17716,2028-09-08
7,30294,225,32,197,Continental,448,Rear Left,3.8,33,Tubeless,Winter,Y,106,2024-09-04,Good,Off-road,2025-05-26,Hatchback,67.1,32,74,Yes,Inner,25913,2031-09-03
4,49256,165,34,197,Michelin,730,Front Right,5.8,40,Tube-type,Winter,Y,85,2021-02-02,Good,Highway,2024-09-27,Truck,67.9,34,42,Yes,Outer,14820,2025-02-01
3,73896,165,32,195,Bridgestone,671,Rear Right,5.8,67,Tubeless,All-season,H,85,2024-01-02,Misaligned,Highway,2024-10-08,Truck,74.1,32,35,No,Center,38700,2027-01-01
4,57285,215,34,208,Apollo,631,Front Right,4.9,30,Tube-type,All-season,T,103,2022-09-10,Misaligned,City,2025-02-22,SUV,69.1,29,58,No,Inner,6601,2026-09-09
3,30539,195,30,237,Pirelli,409,Rear Right,6.1,75,Tubeless,Summer,W,104,2023-11-26,Needs Check,Highway,2025-01-12,Sedan,72.1,29,56,Yes,Center,11814,2026-11-25
4,67780,205,31,187,Apollo,756,Front Left,2.4,58,Tube-type,Summer,H,89,2023-06-11,Needs Check,Highway,2024-12-06,Hatchback,67.7,35,54,No,Inner,17987,2027-06-10
6,74412,225,31,238,Michelin,682,Rear Right,4.7,75,Tube-type,All-season,W,109,2020-12-20,Misaligned,City,2024-07-25,Sedan,70.2,28,53,Yes,Outer,7969,2026-12-19
4,54775,195,33,237,Goodyear,720,Rear Left,7.5,27,Tube-type,Summer,Y,107,2024-10-31,Good,Off-road,2025-06-07,Hatchback,69.0,35,40,No,Even,41159,2028-10-30
5,66663,215,30,227,MRF,548,Front Right,5.6,51,Tube-type,All-season,H,90,2021-03-19,Good,Highway,2025-06-08,Hatchback,70.1,30,76,No,Inner,52963,2026-03-18
6,33420,205,32,195,Pirelli,775,Front Left,6.9,44,Tubeless,All-season,T,97,2022-05-13,Needs Check,Highway,2025-03-04,Sedan,68.7,33,57,No,Inner,20819,2028-05-11
7,32578,195,35,216,Bridgestone,695,Rear Right,4.0,76,Tube-type,All-season,W,96,2023-03-07,Misaligned,Highway,2025-03-01,Hatchback,65.2,33,57,Yes,Inner,5858,2030-03-05
4,59972,175,35,184,Pirelli,625,Front Right,7.7,44,Tube-type,All-season,W,110,2023-12-22,Needs Check,City,2025-05-28,Hatchback,73.2,34,31,Yes,Inner,31615,2027-12-21
7,79913,185,31,187,Michelin,428,Rear Right,7.9,49,Tube-type,Winter,W,105,2025-03-03,Misaligned,Off-road,2024-11-26,Sedan,67.2,35,60,No,Even,15243,2032-03-01
7,68740,195,31,197,Pirelli,638,Rear Right,7.0,80,Tube-type,All-season,H,85,2022-04-06,Needs Check,Highway,2025-03-22,Sedan,65.9,36,51,No,Inner,17482,2029-04-04
5,78857,205,32,227,Michelin,762,Rear Right,3.4,45,Tube-type,Summer,Y,89,2024-05-17,Needs Check,City,2024-09-14,SUV,73.7,28,55,Yes,Center,47970,2029-05-16
6,34260,205,34,183,Goodyear,718,Rear Left,4.9,61,Tube-type,Summer,V,85,2023-11-10,Misaligned,Mixed,2025-02-16,SUV,70.4,33,27,Yes,Outer,9916,2029-11-08
3,34018,205,33,195,Apollo,789,Front Left,3.1,51,Tube-type,All-season,W,106,2022-08-06,Needs Check,City,2024-10-20,Truck,73.0,29,69,No,Outer,27861,2025-08-05
7,52994,175,34,232,Goodyear,500,Rear Right,5.4,26,Tubeless,Winter,Y,93,2021-10-13,Needs Check,City,2025-04-07,Hatchback,72.2,32,47,Yes,Outer,22239,2028-10-11
5,74586,165,33,229,MRF,478,Rear Right,3.1,31,Tube-type,Winter,W,100,2023-04-08,Good,Highway,2025-04-15,Sedan,71.8,35,77,No,Center,73004,2028-04-06
7,33685,205,30,231,Michelin,498,Rear Left,2.3,75,Tubeless,All-season,W,88,2023-11-02,Good,City,2025-03-04,Sedan,67.1,34,63,No,Center,21165,2030-10-31
3,63031,185,32,214,Bridgestone,701,Front Left,5.0,33,Tube-type,Summer,Y,80,2023-07-04,Good,Off-road,2025-02-08,Hatchback,69.6,32,78,Yes,Outer,36479,2026-07-03
6,63961,195,33,221,Michelin,503,Rear Right,6.6,58,Tubeless,All-season,V,82,2023-06-30,Good,City,2024-09-21,Hatchback,67.9,34,50,No,Inner,3878,2029-06-28
6,51855,205,35,208,Bridgestone,524,Front Right,5.1,62,Tubeless,Summer,V,81,2024-05-04,Misaligned,Off-road,2025-04-19,Sedan,73.5,33,28,No,Center,25949,2030-05-03
3,30784,165,34,203,Michelin,563,Rear Right,5.3,64,Tube-type,Winter,V,100,2021-01-05,Needs Check,Off-road,2024-08-27,Hatchback,69.1,34,44,Yes,Inner,29791,2024-01-05
4,46474,215,30,219,Bridgestone,683,Front Left,4.5,72,Tubeless,All-season,H,80,2025-02-23,Needs Check,Highway,2024-11-18,Truck,73.5,33,78,No,Center,3016,2029-02-22
7,58783,205,33,185,Goodyear,649,Front Right,6.5,54,Tube-type,Winter,Y,81,2021-04-07,Misaligned,City,2024-09-13,Sedan,68.9,28,60,No,Inner,43331,2028-04-05
5,53498,185,32,181,Michelin,756,Rear Left,2.8,66,Tube-type,Winter,W,99,2023-02-26,Good,Off-road,2025-04-28,Sedan,73.2,30,71,No,Center,28826,2028-02-25
6,76478,225,35,224,Apollo,571,Rear Right,7.5,79,Tube-type,All-season,W,85,2025-01-02,Good,City,2025-01-22,Truck,65.9,34,55,Yes,Even,52916,2031-01-01
4,78673,165,34,234,Bridgestone,498,Front Right,5.5,26,Tube-type,Summer,T,86,2020-12-26,Needs Check,Highway,2025-04-26,Sedan,70.8,34,63,No,Even,48884,2024-12-25
6,70209,165,33,194,Pirelli,481,Rear Right,6.3,52,Tube-type,All-season,Y,94,2021-11-09,Misaligned,Off-road,2025-06-17,Hatchback,70.5,29,28,No,Inner,17743,2027-11-08
6,42629,165,35,196,Bridgestone,470,Front Right,3.6,45,Tube-type,All-season,V,82,2022-11-02,Needs Check,Mixed,2024-09-28,SUV,67.7,35,27,No,Even,41303,2028-10-31
4,42940,225,30,207,Apollo,753,Front Left,4.4,73,Tubeless,Summer,Y,98,2022-06-10,Good,Highway,2025-05-07,SUV,72.2,31,50,Yes,Inner,13138,2026-06-09
4,74194,185,30,219,MRF,701,Rear Right,4.3,30,Tube-type,Winter,V,94,2022-06-01,Needs Check,Highway,2025-04-01,Sedan,73.8,29,34,Yes,Outer,25032,2026-05-31
7,52728,185,32,237,Bridgestone,685,Rear Right,5.5,25,Tube-type,Summer,T,95,2021-05-29,Misaligned,Off-road,2025-06-07,Hatchback,67.6,34,65,No,Inner,47737,2028-05-27
7,79021,165,35,206,Michelin,449,Rear Left,3.7,53,Tubeless,Summer,H,81,2021-02-05,Misaligned,Off-road,2024-08-11,Truck,69.7,30,54,Yes,Inner,1314,2028-02-04
6,57445,205,34,217,MRF,405,Front Right,6.3,55,Tubeless,Summer,W,105,2021-10-22,Needs Check,Off-road,2025-05-14,Truck,74.8,35,40,No,Outer,21383,2027-10-21
7,31368,205,31,216,Michelin,473,Front Right,5.9,62,Tube-type,All-season,Y,103,2021-09-04,Misaligned,Mixed,2024-09-08,Sedan,66.2,29,66,No,Center,11878,2028-09-02
5,55719,215,30,221,Continental,491,Front Right,7.2,46,Tube-type,All-season,V,110,2025-03-11,Good,Off-road,2024-11-30,SUV,69.3,32,49,Yes,Even,35263,2030-03-10
7,40546,195,34,196,Bridgestone,604,Front Left,2.1,44,Tubeless,All-season,T,106,2021-12-25,Needs Check,City,2025-06-11,SUV,66.7,28,52,Yes,Outer,12835,2028-12-23
3,59880,175,30,188,Continental,776,Front Left,7.9,78,Tubeless,All-season,H,81,2022-12-24,Good,City,2025-05-20,Truck,68.4,32,57,No,Inner,43891,2025-12-23
5,64219,175,31,190,Michelin,456,Front Left,2.8,73,Tube-type,All-season,V,109,2021-07-14,Good,Off-road,2024-07-31,SUV,73.6,35,77,Yes,Even,40206,2026-07-13
3,54323,195,35,207,Continental,408,Rear Left,6.5,67,Tube-type,Summer,V,99,2021-02-05,Good,Highway,2024-09-02,Hatchback,74.8,33,27,No,Inner,39530,2024-02-05
6,30022,225,31,203,MRF,786,Front Right,5.8,41,Tubeless,Winter,Y,101,2024-11-19,Good,Mixed,2025-06-19,Sedan,72.0,31,73,No,Even,4311,2030-11-18
7,65223,175,32,235,Goodyear,686,Rear Right,7.9,62,Tube-type,All-season,V,108,2022-11-17,Needs Check,Mixed,2025-04-30,Sedan,73.3,32,49,Yes,Even,37826,2029-11-15
3,46140,225,32,229,Apollo,759,Rear Right,7.7,50,Tube-type,Winter,Y,100,2021-04-02,Needs Check,Highway,2024-11-23,Truck,69.8,33,31,Yes,Center,7114,2024-04-01
7,46679,215,35,201,Goodyear,440,Front Right,2.5,32,Tubeless,All-season,Y,85,2023-04-29,Good,Mixed,2025-01-01,Sedan,65.5,36,48,No,Even,3915,2030-04-27
6,37404,165,32,200,Bridgestone,608,Front Right,5.8,66,Tube-type,Winter,Y,83,2020-11-10,Misaligned,City,2024-09-16,Hatchback,73.8,31,60,Yes,Outer,25018,2026-11-09
6,57520,215,34,202,Continental,734,Front Right,6.1,78,Tubeless,All-season,W,102,2021-08-23,Needs Check,Mixed,2024-12-28,Truck,71.2,35,26,Yes,Center,6392,2027-08-22
6,72505,195,31,230,Pirelli,433,Front Left,2.5,52,Tube-type,Winter,V,80,2023-05-01,Good,City,2024-09-26,Truck,68.1,31,77,Yes,Even,20854,2029-04-29
3,37834,225,34,181,Bridgestone,657,Front Right,2.3,57,Tube-type,Summer,W,102,2021-09-22,Good,Mixed,2025-02-11,Sedan,71.3,31,39,No,Inner,7672,2024-09-21
5,50295,195,32,225,Michelin,660,Rear Left,4.7,51,Tubeless,All-season,Y,109,2024-09-18,Good,City,2025-05-15,SUV,67.3,29,31,No,Inner,8701,2029-09-17
6,38421,225,30,221,Michelin,753,Rear Right,5.3,68,Tube-type,Winter,V,99,2024-12-28,Good,Off-road,2025-05-20,Truck,67.8,32,56,No,Center,14125,2030-12-27
3,56665,185,31,234,MRF,786,Front Right,4.5,75,Tube-type,Winter,V,105,2021-01-05,Misaligned,Highway,2024-08-15,Hatchback,69.6,30,41,No,Outer,33359,2024-01-05
4,45451,205,35,220,MRF,657,Front Right,3.9,36,Tubeless,All-season,T,100,2021-03-30,Misaligned,Mixed,2025-05-15,Truck,70.6,34,78,No,Inner,9838,2025-03-29
5,62377,175,34,187,Goodyear,484,Rear Left,3.1,25,Tubeless,Summer,H,106,2020-09-12,Needs Check,Off-road,2025-04-30,Sedan,70.3,28,28,Yes,Even,35966,2025-09-11
6,76435,225,32,238,Apollo,655,Rear Left,5.4,70,Tubeless,Winter,T,103,2023-10-11,Good,Mixed,2025-05-15,Hatchback,69.0,31,55,Yes,Inner,56603,2029-10-09
3,69531,195,34,195,Pirelli,681,Front Right,3.1,40,Tube-type,All-season,Y,93,2021-09-07,Good,Off-road,2024-12-08,Truck,74.6,33,50,Yes,Outer,24668,2024-09-06
7,35954,215,33,210,Pirelli,587,Rear Left,2.1,67,Tube-type,Summer,W,94,2022-11-07,Good,City,2024-08-12,SUV,71.5,34,68,No,Outer,8880,2029-11-05
4,53064,165,35,240,Continental,784,Front Left,7.4,77,Tube-type,All-season,W,86,2024-10-23,Good,City,2024-08-15,SUV,67.2,36,40,Yes,Inner,4435,2028-10-22
5,57904,185,31,201,Michelin,777,Front Right,6.0,64,Tubeless,All-season,W,106,2021-10-31,Needs Check,Highway,2024-07-28,Truck,72.3,33,49,No,Center,10841,2026-10-30
5,59478,195,34,235,Apollo,483,Front Right,5.0,56,Tube-type,Winter,V,91,2024-02-06,Good,Mixed,2025-01-31,Hatchback,71.4,32,37,Yes,Even,42584,2029-02-04
3,34323,185,34,210,Bridgestone,596,Rear Right,3.1,62,Tubeless,Summer,H,83,2022-04-18,Needs Check,City,2025-05-20,Truck,67.0,31,42,No,Even,5298,2025-04-17
4,31342,165,31,188,Apollo,434,Front Right,7.6,28,Tubeless,All-season,T,83,2024-05-22,Misaligned,Highway,2024-10-21,Hatchback,68.0,34,58,Yes,Center,23636,2028-05-21
3,45510,175,34,195,Apollo,412,Front Left,6.0,36,Tubeless,All-season,T,80,2021-12-06,Good,Highway,2025-02-08,SUV,68.7,28,45,Yes,Even,14120,2024-12-05
6,47286,215,31,180,Goodyear,610,Rear Left,3.7,57,Tube-type,All-season,W,101,2020-11-23,Good,Mixed,2024-11-25,Hatchback,66.8,33,51,Yes,Even,19419,2026-11-22
6,53606,175,31,196,MRF,624,Front Left,3.8,37,Tubeless,All-season,W,80,2020-09-01,Needs Check,Highway,2025-02-12,Sedan,72.0,35,78,Yes,Even,30211,2026-08-31
3,77449,205,31,188,Continental,698,Front Right,2.5,53,Tubeless,All-season,Y,90,2023-04-24,Good,Mixed,2024-11-17,Truck,65.7,36,36,No,Outer,8319,2026-04-23
4,77709,165,30,205,Apollo,613,Front Left,7.7,57,Tube-type,Winter,V,91,2022-07-18,Misaligned,Highway,2024-09-26,SUV,71.3,28,64,Yes,Outer,24403,2026-07-17
5,65671,205,32,235,Goodyear,713,Front Left,3.9,33,Tube-type,Winter,H,80,2022-02-05,Good,Highway,2025-02-23,Hatchback,67.3,34,54,No,Inner,40344,2027-02-04
6,70949,205,31,201,Michelin,451,Front Right,4.3,43,Tubeless,Summer,T,97,2024-07-27,Needs Check,Mixed,2024-10-15,Hatchback,67.4,30,25,Yes,Outer,35513,2030-07-26
5,33703,185,33,192,Michelin,484,Rear Right,3.5,76,Tube-type,Summer,V,103,2021-07-04,Misaligned,Mixed,2024-10-22,SUV,68.7,36,53,No,Even,30050,2026-07-03
6,35803,215,34,239,Pirelli,725,Rear Right,7.6,79,Tubeless,All-season,T,90,2023-03-30,Needs Check,Highway,2025-05-19,Sedan,73.3,31,37,No,Outer,11684,2029-03-28
4,64519,195,30,203,Pirelli,513,Rear Right,6.0,68,Tubeless,Summer,H,93,2022-05-19,Misaligned,Highway,2025-02-12,Truck,69.6,34,69,Yes,Inner,6958,2026-05-18
7,38902,205,31,190,Michelin,531,Rear Right,3.0,40,Tubeless,All-season,H,101,2023-01-04,Misaligned,Mixed,2025-03-07,SUV,73.9,33,27,Yes,Outer,28201,2030-01-02
3,66268,185,34,200,Goodyear,634,Front Right,6.7,64,Tubeless,Winter,V,101,2020-11-23,Good,City,2025-05-25,Sedan,75.0,28,54,Yes,Outer,1072,2023-11-23
5,46135,195,31,224,MRF,494,Front Left,2.1,40,Tubeless,Winter,H,80,2022-01-14,Needs Check,Mixed,2025-04-20,SUV,66.2,35,61,No,Outer,44207,2027-01-13
7,35896,205,32,216,Continental,438,Rear Right,3.9,59,Tubeless,All-season,T,110,2024-10-30,Needs Check,Mixed,2024-12-29,SUV,70.0,28,75,Yes,Center,5763,2031-10-29
3,51695,165,30,197,Continental,592,Front Right,7.5,33,Tubeless,Winter,T,96,2024-07-26,Needs Check,Mixed,2025-05-08,Truck,72.1,35,79,Yes,Even,21157,2027-07-26
6,42256,215,32,239,Michelin,571,Rear Right,3.5,25,Tubeless,All-season,Y,80,2023-02-10,Good,Mixed,2024-08-01,Hatchback,73.2,33,69,Yes,Even,22838,2029-02-08
3,57658,215,30,233,Apollo,570,Rear Right,4.3,80,Tubeless,Winter,W,108,2022-10-01,Good,Highway,2024-10-19,SUV,68.1,33,55,Yes,Even,3630,2025-09-30
4,51743,185,30,215,Continental,422,Front Right,7.2,55,Tube-type,Summer,W,99,2023-09-03,Good,Off-road,2025-05-25,SUV,66.1,32,65,Yes,Inner,14502,2027-09-02
3,62172,185,35,194,Bridgestone,778,Front Right,8.0,27,Tube-type,All-season,T,98,2024-11-15,Needs Check,Highway,2025-02-26,Hatchback,73.2,36,66,No,Center,35492,2027-11-15
6,37923,205,34,231,Continental,663,Front Left,4.3,30,Tube-type,All-season,H,90,2022-01-08,Good,Mixed,2024-10-09,Sedan,68.1,36,39,No,Even,12310,2028-01-07
7,59738,215,31,224,Apollo,529,Rear Left,4.6,56,Tube-type,Summer,W,80,2023-09-03,Misaligned,City,2025-04-21,Truck,73.7,29,72,Yes,Center,56991,2030-09-01
4,54075,215,34,185,Apollo,705,Front Right,5.9,33,Tubeless,Summer,W,110,2024-12-13,Needs Check,City,2025-03-19,SUV,74.7,31,70,Yes,Even,39158,2028-12-12
5,76858,185,30,204,Pirelli,504,Rear Left,6.1,79,Tube-type,Summer,V,89,2022-10-29,Misaligned,Highway,2024-11-24,SUV,70.7,28,41,Yes,Center,45866,2027-10-28
4,36827,175,35,209,Continental,682,Rear Right,3.8,54,Tube-type,All-season,T,104,2021-10-22,Good,Highway,2025-05-03,Sedan,72.8,36,79,Yes,Outer,27384,2025-10-21
3,62525,175,33,203,Goodyear,483,Front Left,7.6,31,Tube-type,Winter,V,90,2021-03-11,Misaligned,Mixed,2024-12-01,SUV,66.3,33,30,No,Inner,24972,2024-03-10
7,32711,195,34,225,Michelin,479,Front Right,7.8,48,Tube-type,All-season,T,86,2021-10-10,Needs Check,City,2025-03-28,Sedan,74.3,30,47,Yes,Outer,17715,2028-10-08
6,75747,165,32,232,Pirelli,521,Rear Left,4.8,60,Tube-type,Winter,Y,110,2021-12-08,Needs Check,Off-road,2024-11-13,SUV,67.5,32,31,Yes,Center,69050,2027-12-07
3,72327,205,33,228,Bridgestone,640,Rear Left,4.2,68,Tube-type,Winter,V,102,2021-07-29,Good,Off-road,2025-04-20,Hatchback,73.3,31,25,Yes,Even,20453,2024-07-28
6,30669,175,30,195,Bridgestone,652,Rear Right,7.0,51,Tube-type,All-season,Y,95,2024-10-02,Misaligned,Highway,2024-12-07,SUV,71.7,36,53,Yes,Center,26383,2030-10-01
4,54661,205,34,198,Michelin,765,Rear Right,3.5,37,Tubeless,Summer,V,110,2022-10-12,Needs Check,Off-road,2025-05-31,Hatchback,74.6,35,41,No,Even,7789,2026-10-11
4,65772,215,32,211,Continental,468,Front Right,7.3,52,Tubeless,Winter,W,85,2023-01-07,Misaligned,Highway,2024-11-29,Truck,66.9,36,33,Yes,Outer,59553,2027-01-06
7,30041,195,34,197,Apollo,694,Front Right,3.7,47,Tube-type,All-season,Y,90,2024-11-22,Misaligned,Highway,2024-08-05,Truck,72.7,36,77,No,Even,18865,2031-11-21
3,51644,165,31,187,Continental,546,Front Right,5.6,66,Tubeless,Winter,Y,108,2024-05-14,Needs Check,Mixed,2025-04-12,Truck,74.3,31,77,Yes,Center,1192,2027-05-14
6,37419,195,30,207,Goodyear,500,Rear Right,3.8,30,Tube-type,Winter,T,107,2023-05-15,Misaligned,Mixed,2025-02-21,Truck,70.5,32,51,Yes,Inner,19257,2029-05-13
4,69506,225,31,231,Pirelli,503,Front Left,5.4,45,Tubeless,All-season,H,108,2025-03-24,Good,Off-road,2024-12-21,Hatchback,67.3,34,52,Yes,Even,59236,2029-03-23
6,79815,205,33,209,Continental,509,Rear Right,3.8,46,Tubeless,Winter,T,99,2023-05-08,Misaligned,Off-road,2024-12-21,Truck,65.6,29,48,Yes,Center,9142,2029-05-06
6,73696,195,35,206,Bridgestone,617,Rear Left,4.0,43,Tube-type,Summer,T,108,2020-12-06,Needs Check,Off-road,2024-08-31,Truck,68.9,28,26,Yes,Inner,18886,2026-12-05
7,39648,215,33,220,Goodyear,582,Rear Left,4.4,34,Tubeless,All-season,H,105,2022-03-31,Misaligned,Mixed,2024-08-06,SUV,71.4,31,32,No,Inner,19938,2029-03-29
5,67103,205,30,238,Pirelli,614,Rear Left,3.9,77,Tubeless,All-season,W,91,2020-12-19,Misaligned,City,2025-01-24,Sedan,67.6,33,28,No,Outer,44763,2025-12-18
5,30986,185,31,201,Pirelli,491,Rear Right,3.1,38,Tubeless,Winter,Y,110,2024-03-14,Needs Check,City,2025-06-18,Sedan,73.4,29,27,Yes,Inner,29403,2029-03-13
7,34203,195,30,182,MRF,577,Front Left,6.7,72,Tube-type,All-season,Y,96,2024-04-02,Good,Mixed,2024-10-24,Sedan,70.1,33,67,No,Outer,28130,2031-04-01
6,76234,165,30,195,MRF,426,Front Right,5.7,72,Tubeless,All-season,V,98,2025-04-13,Misaligned,Mixed,2024-08-13,Sedan,65.6,32,53,No,Outer,11932,2031-04-12
4,55755,165,32,205,Pirelli,753,Front Right,5.9,69,Tubeless,Summer,Y,84,2021-11-17,Misaligned,Off-road,2024-08-22,Sedan,69.5,32,26,No,Center,6569,2025-11-16
5,42202,195,33,228,Continental,755,Rear Left,4.1,46,Tube-type,Summer,Y,105,2024-09-01,Good,City,2025-06-05,Sedan,69.6,29,68,Yes,Even,29230,2029-08-31
4,55570,195,32,205,Pirelli,484,Rear Left,5.9,74,Tubeless,Summer,H,107,2022-03-21,Misaligned,City,2024-08-23,Truck,68.0,29,78,Yes,Inner,43998,2026-03-20
7,69138,185,33,240,Continental,462,Rear Left,4.0,51,Tubeless,Summer,T,110,2022-06-24,Good,City,2025-03-31,Sedan,66.3,34,56,Yes,Center,61182,2029-06-22
4,79745,225,30,191,Goodyear,527,Rear Left,5.2,30,Tubeless,Winter,H,84,2020-12-14,Misaligned,Off-road,2024-08-12,Truck,66.1,31,56,No,Outer,70595,2024-12-13
5,69741,175,33,206,Michelin,699,Front Left,5.9,62,Tubeless,Summer,Y,86,2022-02-03,Good,Highway,2024-12-19,Hatchback,70.1,30,38,No,Even,61750,2027-02-02
7,41146,195,33,196,Continental,784,Front Left,3.6,61,Tube-type,Summer,W,103,2024-09-15,Misaligned,Mixed,2024-12-04,Sedan,72.2,34,25,Yes,Even,28862,2031-09-14
3,41972,225,32,183,MRF,563,Rear Left,6.0,73,Tube-type,All-season,W,83,2021-08-10,Needs Check,Mixed,2024-09-11,Truck,68.7,33,77,Yes,Inner,29135,2024-08-09
6,54937,165,32,196,Apollo,411,Rear Right,6.9,46,Tubeless,Winter,H,105,2021-04-17,Needs Check,Off-road,2025-06-06,SUV,73.7,28,35,No,Even,11064,2027-04-16
5,34765,215,33,216,Apollo,760,Front Right,3.7,45,Tube-type,Summer,T,90,2023-09-10,Misaligned,Highway,2025-04-20,Truck,74.5,35,36,No,Inner,33505,2028-09-08
6,70260,185,33,226,Pirelli,626,Front Left,4.5,27,Tubeless,Summer,W,87,2021-06-25,Misaligned,Highway,2025-05-14,Hatchback,67.7,30,65,Yes,Center,16713,2027-06-24
6,40929,175,33,185,Pirelli,712,Rear Right,4.5,55,Tubeless,All-season,T,108,2021-09-09,Needs Check,City,2025-04-25,Sedan,67.4,34,65,No,Center,39777,2027-09-08
7,57229,195,34,191,Bridgestone,658,Front Right,5.9,75,Tubeless,Summer,Y,98,2021-07-28,Good,City,2025-05-24,Sedan,74.9,35,34,Yes,Inner,43190,2028-07-26
4,69914,175,35,225,Michelin,623,Front Left,5.0,28,Tubeless,Summer,H,90,2023-11-07,Misaligned,Highway,2025-05-11,Truck,65.3,32,45,No,Center,39854,2027-11-06
